FeatureID,Feature,Annotation,Cosine,Mzerror,Group0,Group1,Group2
45652,X45652_pos_572.437_9.617_NA,,,,,,
45655,"X45655_pos_357.205_9.504_1,10a-dihydroxy-4,4,7,11b-tetramethyl-1,2,3,4a,5,6,6a,7,11,11a-decahydronaphtho[2,1-f][1]benzofuran-9-one","1,10a-dihydroxy-4,4,7,11b-tetramethyl-1,2,3,4a,5,6,6a,7,11,11a-decahydronaphtho[2,1-f][1]benzofuran-9-one",0.705101,3.58825,unknown,unknown,unknown
45657,X45657_pos_189.127_9.462_NA,,,,,,
4566,X4566_pos_405.252_2.614_NA,,,,,,
45662,X45662_pos_760.506_9.622_NA,,,,,,
45663,X45663_pos_439.247_9.613_NA,,,,,,
45665,X45665_pos_413.115_9.643_NA,,,,,,
45666,X45666_pos_430.142_9.644_NA,,,,,,
45670,X45670_pos_743.479_9.621_NA,,,,,,
45671,"X45671_pos_299.201_9.621_NCGC00385373-01_C20H28O3_1-Phenanthrenecarboxylic acid, 1,2,3,4,4a,9,10,10a-octahydro-9-hydroxy-1,4a-dimethyl-7-(1-methylethyl)-, (1S,9R)-","NCGC00385373-01_C20H28O3_1-Phenanthrenecarboxylic acid, 1,2,3,4,4a,9,10,10a-octahydro-9-hydroxy-1,4a-dimethyl-7-(1-methylethyl)-, (1S,9R)-",0.842524,1.63196,unknown,unknown,unknown
45673,X45673_pos_449.29_9.613_NA,,,,,,
45677,X45677_pos_256.3_9.689_NA,,,,,,
45679,X45679_pos_613.416_9.601_NA,,,,,,
45680,X45680_pos_635.398_9.598_NA,,,,,,
45685,X45685_pos_586.416_9.622_NA,,,,,,
45687,X45687_pos_677.379_9.66_NA,,,,,,
45703,X45703_pos_287.201_9.53_NA,,,,,,
45706,X45706_pos_529.213_9.624_NA,,,,,,
45709,X45709_pos_396.217_9.609_NA,,,,,,
4571,X4571_pos_294.134_2.649_NA,,,,,,
45710,X45710_pos_363.253_9.635_NA,,,,,,
45716,X45716_pos_609.325_9.628_NA,,,,,,
4572,X4572_pos_289.162_2.651_6-ethoxy-4-(piperazinylmethyl)chromen-2-one CollisionEnergy:102040,6-ethoxy-4-(piperazinylmethyl)chromen-2-one CollisionEnergy:102040,0.777926,23.5355,unknown,unknown,unknown
45727,X45727_pos_569.39_9.609_NA,,,,,,
45730,X45730_pos_569.284_9.632_NA,,,,,,
45735,X45735_pos_415.248_9.602_NA,,,,,,
45740,X45740_pos_393.3_9.662_NA,,,,,,
45742,X45742_pos_542.39_9.634_NA,,,,,,
45750,X45750_pos_788.537_9.587_NA,,,,,,
4576,X4576_pos_249.16_2.669_NA,,,,,,
45761,X45761_pos_387.284_9.647_NA,,,,,,
45766,X45766_pos_389.279_9.675_NA,,,,,,
45770,X45770_pos_547.346_9.63_NA,,,,,,
45775,X45775_pos_417.263_9.564_NA,,,,,,
45780,X45780_pos_911.499_9.77_NA,,,,,,
45781,X45781_pos_790.589_9.645_NA,,,,,,
45797,X45797_pos_795.544_9.647_NA,,,,,,
45798,X45798_pos_818.583_9.653_NA,,,,,,
45800,X45800_pos_615.404_9.654_NA,,,,,,
45805,X45805_pos_809.523_9.65_NA,,,,,,
4581,X4581_pos_257.136_2.624_NA,,,,,,
45810,X45810_pos_773.562_9.644_NA,,,,,,
45814,X45814_pos_993.583_9.666_NA,,,,,,
45816,X45816_pos_787.542_9.644_NA,,,,,,
45817,X45817_pos_539.299_9.659_NA,,,,,,
45822,X45822_pos_473.29_9.441_NA,,,,,,
45828,X45828_pos_655.397_9.66_NA,,,,,,
45830,X45830_pos_498.364_9.655_NA,,,,,,
45837,"X45837_pos_219.174_9.694_""(+)-Nootkatone, crystalline, 98+% CollisionEnergy:102040""","""(+)-Nootkatone, crystalline, 98+% CollisionEnergy:102040""",0.890126,1.81011,biological ,biological compound,plant metabolite
45838,X45838_pos_525.364_9.63_NA,,,,,,
4584,X4584_pos_195.099_2.542_NA,,,,,,
45840,X45840_pos_199.169_9.643_NA,,,,,,
45845,X45845_pos_321.182_9.66_NA,,,,,,
45853,X45853_pos_395.121_9.692_Massbank:AU259603 Trifloxystrobin CGA 321113|ISZQNKFXNXQTTF-NACSPRHISA-N|(2E)-2-methoxyimino-2-[2-[[(E)-1-[3-(trifluoromethyl)phenyl]ethylideneamino]oxymethyl]phenyl]acetic acid,Massbank:AU259603 Trifloxystrobin CGA 321113|ISZQNKFXNXQTTF-NACSPRHISA-N|(2E)-2-methoxyimino-2-[2-[[(E)-1-[3-(trifluoromethyl)phenyl]ethylideneamino]oxymethyl]phenyl]acetic acid,0.876439,1.00407,all anthropogenic,pesticide,fungicide
45854,X45854_pos_333.242_9.653_NA,,,,,,
45857,X45857_pos_253.195_9.656_NA,,,,,,
45862,X45862_pos_462.234_9.633_NA,,,,,,
45868,X45868_pos_305.211_9.624_NA,,,,,,
4589,X4589_pos_330.208_2.618_NA,,,,,,
45898,X45898_pos_732.474_9.653_NA,,,,,,
459,X459_pos_195.186_0.602_NA,,,,,,
45900,X45900_pos_559.393_9.671_NA,,,,,,
45922,X45922_pos_531.229_9.507_NA,,,,,,
45924,X45924_pos_547.302_9.654_NA,,,,,,
45929,X45929_pos_848.594_9.673_NA,,,,,,
45940,X45940_pos_688.448_9.664_NA,,,,,,
45943,X45943_pos_503.319_9.648_NA,,,,,,
45949,X45949_pos_584.319_9.683_NA,,,,,,
45950,X45950_pos_277.143_9.677_NA,,,,,,
45951,X45951_pos_515.263_9.635_NA,,,,,,
45954,X45954_pos_633.415_9.675_NA,,,,,,
45955,X45955_pos_528.411_9.663_NA,,,,,,
45956,X45956_pos_339.194_9.655_NA,,,,,,
45959,X45959_pos_487.305_9.492_NA,,,,,,
4596,X4596_pos_556.292_2.64_NA,,,,,,
45960,X45960_pos_324.217_9.694_NA,,,,,,
45977,X45977_pos_642.442_9.622_NA,,,,,,
45978,X45978_pos_335.279_9.685_NA,,,,,,
45980,X45980_pos_217.122_9.667_NA,,,,,,
45990,X45990_pos_562.337_9.685_NA,,,,,,
46,X46_pos_194.139_0.478_NA,,,,,,
460,X460_pos_211.181_0.606_NA,,,,,,
46000,X46000_pos_644.422_9.58_NA,,,,,,
46007,X46007_pos_227.095_9.684_NA,,,,,,
46012,X46012_pos_537.38_9.685_NA,,,,,,
4602,X4602_pos_234.149_2.631_NA,,,,,,
46020,"X46020_pos_337.237_9.661_NCGC00384809-01!5-[5-hydroxy-3-(hydroxymethyl)pentyl]-8a-(hydroxymethyl)-5,6-dimethyl-3,4,4a,6,7,8-hexahydronaphthalene-1-carboxylic acid [IIN-based on: CCMSLIB00000847958]","NCGC00384809-01!5-[5-hydroxy-3-(hydroxymethyl)pentyl]-8a-(hydroxymethyl)-5,6-dimethyl-3,4,4a,6,7,8-hexahydronaphthalene-1-carboxylic acid [IIN-based on: CCMSLIB00000847958]",0.726261,0.904928,unknown,unknown,unknown
46021,X46021_pos_228.095_9.675_NA,,,,,,
46023,X46023_pos_233.193_9.686_NA,,,,,,
46027,X46027_pos_510.306_9.669_NA,,,,,,
4603,X4603_pos_188.165_2.681_NA,,,,,,
46031,X46031_pos_647.395_9.657_NA,,,,,,
46041,X46041_pos_453.183_9.681_NA,,,,,,
46043,X46043_pos_352.306_9.697_NA,,,,,,
4605,X4605_pos_370.18_2.821_Massbank:EA285204 Amisulpride|4-amino-5-esyl-N-[(1-ethylpyrrolidin-2-yl)methyl]-2-methoxy-benzamide,Massbank:EA285204 Amisulpride|4-amino-5-esyl-N-[(1-ethylpyrrolidin-2-yl)methyl]-2-methoxy-benzamide,0.922052,1.07172,all anthropogenic,pharmaceutical,pharmaceutical - other
46052,X46052_pos_867.529_9.694_NA,,,,,,
46054,X46054_pos_459.347_9.676_NA,,,,,,
46057,X46057_pos_444.274_9.701_NA,,,,,,
46058,X46058_pos_243.174_9.683_NA,,,,,,
46059,X46059_pos_265.195_9.717_NA,,,,,,
46066,X46066_pos_469.258_9.674_NA,,,,,,
46071,X46071_pos_396.332_9.689_NA,,,,,,
46074,X46074_pos_239.164_9.694_NA,,,,,,
46077,X46077_pos_862.574_9.696_NA,,,,,,
46079,X46079_pos_471.347_9.851_NA,,,,,,
46081,X46081_pos_475.305_9.48_NA,,,,,,
46089,"X46089_pos_429.263_9.455_Massbank:AC000822 Andrastin D|methyl (5S,8S,9S,10R,13R,14R)-17-hydroxy-4,4,8,10,12,13,16-heptamethyl-3,15-dioxo-1,2,5,6,7,9-hexahydrocyclopenta[a]phenanthrene-14-carboxylate","Massbank:AC000822 Andrastin D|methyl (5S,8S,9S,10R,13R,14R)-17-hydroxy-4,4,8,10,12,13,16-heptamethyl-3,15-dioxo-1,2,5,6,7,9-hexahydrocyclopenta[a]phenanthrene-14-carboxylate",0.73556,0.924209,biological ,biological compound,biological - other
4609,X4609_pos_325.139_2.696_NA,,,,,,
46092,X46092_pos_515.366_9.695_NA,,,,,,
46095,X46095_pos_359.222_9.512_NA,,,,,,
46098,X46098_pos_392.279_9.626_NA,,,,,,
46099,X46099_pos_459.293_9.676_NA,,,,,,
461,X461_pos_162.149_0.61_NA,,,,,,
46101,X46101_pos_853.55_9.674_NA,,,,,,
46102,X46102_pos_440.301_9.71_NA,,,,,,
46112,"X46112_pos_297.185_9.704_Massbank:EA066102 Exemestane|(8R,9S,10R,13S,14S)-10,13-dimethyl-6-methylene-7,8,9,11,12,14,15,16-octahydrocyclopenta[a]phenanthrene-3,17-dione","Massbank:EA066102 Exemestane|(8R,9S,10R,13S,14S)-10,13-dimethyl-6-methylene-7,8,9,11,12,14,15,16-octahydrocyclopenta[a]phenanthrene-3,17-dione",0.744905,0.308066,all anthropogenic,pharmaceutical,pharmaceutical - other
46113,X46113_pos_649.377_9.678_NA,,,,,,
46129,X46129_pos_378.227_9.673_NA,,,,,,
46132,X46132_pos_447.274_9.693_NA,,,,,,
46133,X46133_pos_429.3_9.801_NA,,,,,,
46136,X46136_pos_600.396_9.595_NA,,,,,,
4614,X4614_pos_382.245_2.696_NA,,,,,,
46142,X46142_pos_381.205_9.683_NA,,,,,,
46143,X46143_pos_443.279_9.525_NA,,,,,,
46144,X46144_pos_311.201_9.788_NA,,,,,,
46148,X46148_pos_630.479_9.66_NA,,,,,,
46151,X46151_pos_635.305_9.731_NA,,,,,,
46152,X46152_pos_251.164_9.707_NA,,,,,,
46155,X46155_pos_493.353_9.71_NA,,,,,,
4616,X4616_pos_295.168_2.633_NA,,,,,,
46160,X46160_pos_471.339_9.722_NA,,,,,,
46165,X46165_pos_740.446_9.725_NA,,,,,,
46168,X46168_pos_410.311_9.705_NA,,,,,,
46171,X46171_pos_259.169_9.701_NA,,,,,,
46174,X46174_pos_414.227_9.714_NA,,,,,,
46176,X46176_pos_211.169_9.737_NA,,,,,,
46178,X46178_pos_512.343_9.7_NA,,,,,,
46180,X46180_pos_382.259_9.735_NA,,,,,,
46187,X46187_pos_352.248_9.571_NA,,,,,,
46188,X46188_pos_371.258_9.659_NA,,,,,,
46189,"X46189_pos_317.211_9.673_7-ethenyl-1,4a,7-trimethyl-6-oxo-2,3,4,8,8a,9,10,10a-octahydrophenanthrene-1-carboxylic acid","7-ethenyl-1,4a,7-trimethyl-6-oxo-2,3,4,8,8a,9,10,10a-octahydrophenanthrene-1-carboxylic acid",0.793435,0.288618,unknown,unknown,unknown
46191,X46191_pos_674.505_9.648_NA,,,,,,
46194,X46194_pos_227.093_9.717_NA,,,,,,
46198,X46198_pos_556.369_9.577_NA,,,,,,
46199,X46199_pos_445.295_9.757_NA,,,,,,
462,X462_pos_306.192_0.628_NA,,,,,,
46201,X46201_pos_446.275_9.746_NA,,,,,,
46209,X46209_pos_431.279_9.566_NA,,,,,,
46212,X46212_pos_271.206_9.707_Dehydroepiandrosterone CollisionEnergy:205060,Dehydroepiandrosterone CollisionEnergy:205060,0.784723,1.80041,biological ,biological compound,biological - other
46213,X46213_pos_433.332_9.875_NA,,,,,,
46215,X46215_pos_391.248_9.708_NA,,,,,,
46220,X46220_pos_453.263_9.715_NA,,,,,,
46225,X46225_pos_327.214_9.883_NA,,,,,,
46240,X46240_pos_376.248_9.686_NA,,,,,,
46244,X46244_pos_366.285_9.733_NA,,,,,,
46249,X46249_pos_476.322_9.75_NA,,,,,,
4625,X4625_pos_522.289_2.662_NA,,,,,,
46252,X46252_pos_503.337_9.627_NA,,,,,,
46253,X46253_pos_345.242_9.695_7-deacetoxyyanuthone A,7-deacetoxyyanuthone A,0.710966,4.5965,biological ,biological compound,biological - other
46258,X46258_pos_455.35_9.668_Spectral Match to Sumaresinolic acid from NIST14,Spectral Match to Sumaresinolic acid from NIST14,0.778662,1.07232,biological ,biological compound,plant metabolite
46261,X46261_pos_276.196_9.73_NA,,,,,,
46264,X46264_pos_371.24_9.732_NA,,,,,,
46269,X46269_pos_259.206_9.85_NA,,,,,,
4627,X4627_pos_247.108_2.616_NA,,,,,,
46280,X46280_pos_449.327_9.737_NA,,,,,,
46285,X46285_pos_603.372_9.657_NA,,,,,,
46293,"X46293_pos_201.164_9.737_""(+)-Nootkatone, crystalline, 98+% CollisionEnergy:205060""","""(+)-Nootkatone, crystalline, 98+% CollisionEnergy:205060""",0.8324,0.986082,biological ,biological compound,plant metabolite
46299,X46299_pos_545.208_9.733_NA,,,,,,
46306,X46306_pos_335.221_9.63_NA,,,,,,
46307,X46307_pos_485.29_9.508_NA,,,,,,
46316,X46316_pos_521.385_9.759_NA,,,,,,
46321,X46321_pos_540.343_9.749_NA,,,,,,
46322,X46322_pos_489.321_9.58_NA,,,,,,
46326,X46326_pos_730.531_9.826_NA,,,,,,
46327,X46327_pos_345.206_9.473_NA,,,,,,
46333,X46333_pos_389.269_9.646_NA,,,,,,
46338,X46338_pos_269.081_9.772_NA,,,,,,
46347,X46347_pos_261.206_9.748_NA,,,,,,
46350,X46350_pos_398.254_9.75_NA,,,,,,
46356,X46356_pos_387.064_9.874_NA,,,,,,
46363,X46363_pos_616.463_9.831_NA,,,,,,
46368,X46368_pos_459.274_9.723_NA,,,,,,
4637,X4637_pos_270.183_2.667_NA,,,,,,
46375,X46375_pos_471.208_9.756_NA,,,,,,
46376,X46376_pos_325.216_9.595_NA,,,,,,
46377,X46377_pos_356.222_9.768_NA,,,,,,
4638,X4638_pos_269.105_2.672_Massbank:EA267505 Moclobemide|4-chloranyl-N-(2-morpholin-4-ylethyl)benzamide,Massbank:EA267505 Moclobemide|4-chloranyl-N-(2-morpholin-4-ylethyl)benzamide,0.846477,0.340212,all anthropogenic,pharmaceutical,pharmaceutical - other
46380,X46380_pos_792.568_9.764_NA,,,,,,
46382,X46382_pos_836.594_9.753_NA,,,,,,
46396,X46396_pos_418.801_9.753_NA,,,,,,
46403,X46403_pos_452.264_9.768_NA,,,,,,
46413,X46413_pos_509.185_9.782_NA,,,,,,
4642,X4642_pos_314.217_2.885_NA,,,,,,
46425,X46425_pos_656.458_9.871_NA,,,,,,
46432,X46432_pos_457.22_9.774_NA,,,,,,
46433,X46433_pos_612.432_9.768_NA,,,,,,
46434,X46434_pos_427.314_9.748_NA,,,,,,
46435,"X46435_pos_295.227_9.751_Spectral Match to 13-Keto-9Z,11E-octadecadienoic acid from NIST14","Spectral Match to 13-Keto-9Z,11E-octadecadienoic acid from NIST14",0.816694,0.620219,biological ,biological compound,biological - other
46437,X46437_pos_572.437_9.849_NA,,,,,,
46438,X46438_pos_513.219_9.772_NA,,,,,,
46440,X46440_pos_251.201_9.829_Sclareolide CollisionEnergy:205060,Sclareolide CollisionEnergy:205060,0.757023,2.00453,biological ,biological compound,biological - other
46441,X46441_pos_487.203_9.764_NA,,,,,,
46444,X46444_pos_231.174_9.791_NA,,,,,,
46447,X46447_pos_375.217_9.746_NA,,,,,,
46448,X46448_pos_451.168_9.797_NA,,,,,,
46450,X46450_pos_281.211_9.746_NA,,,,,,
46454,X46454_pos_629.383_9.794_NA,,,,,,
4646,X4646_pos_312.127_2.706_NA,,,,,,
46464,X46464_pos_459.31_9.775_NA,,,,,,
46469,"X46469_pos_237.185_9.871_NCGC00381144-01_C15H24O2_(4S,4aR)-4-(Hydroxymethyl)-3,4a,8,8-tetramethyl-4a,5,6,7,8,8a-hexahydro-1(4H)-naphthalenone","NCGC00381144-01_C15H24O2_(4S,4aR)-4-(Hydroxymethyl)-3,4a,8,8-tetramethyl-4a,5,6,7,8,8a-hexahydro-1(4H)-naphthalenone",0.720176,0.385997,unknown,unknown,unknown
4647,X4647_pos_208.097_2.65_NA,,,,,,
46471,X46471_pos_667.397_9.803_NA,,,,,,
46476,X46476_pos_349.274_9.687_NA,,,,,,
46478,X46478_pos_399.253_9.676_NA,,,,,,
4648,X4648_pos_254.115_2.672_triamterene - 30.0 eV,triamterene - 30.0 eV,0.778954,0.720562,all anthropogenic,pharmaceutical,pharmaceutical - other
46484,X46484_pos_349.237_9.782_NA,,,,,,
46485,X46485_pos_405.3_9.766_NA,,,,,,
46490,X46490_pos_700.484_9.838_NA,,,,,,
46491,X46491_pos_528.411_9.865_NA,,,,,,
46493,X46493_pos_748.542_9.781_NA,,,,,,
46496,X46496_pos_455.279_9.771_NA,,,,,,
465,X465_pos_212.139_0.632_NA,,,,,,
4650,X4650_pos_153.127_2.642_NA,,,,,,
46502,X46502_pos_337.178_9.732_NA,,,,,,
46508,X46508_pos_876.589_9.786_NA,,,,,,
4651,X4651_pos_217.097_2.518_N-Acetylserotonin - 30.0 eV,N-Acetylserotonin - 30.0 eV,0.844691,3.30341,biological ,biological compound,biological - other
46511,X46511_pos_376.225_9.809_NA,,,,,,
46514,X46514_pos_392.144_9.797_NA,,,,,,
46526,X46526_pos_802.552_9.787_NA,,,,,,
4653,X4653_pos_263.103_2.638_NA,,,,,,
46532,X46532_pos_361.295_9.803_NA,,,,,,
46533,X46533_pos_271.169_9.609_MassbankEU:SM871901 Estrone,MassbankEU:SM871901 Estrone,0.741052,0.675245,biological ,biological compound,biological - other
46536,X46536_pos_251.179_9.81_NA,,,,,,
4654,X4654_pos_197.129_2.716_NA,,,,,,
4655,X4655_pos_185.128_2.77_NA,,,,,,
46550,X46550_pos_226.087_9.791_NA,,,,,,
46553,X46553_pos_359.294_9.769_NA,,,,,,
46559,X46559_pos_881.544_9.787_NA,,,,,,
4656,X4656_pos_379.194_2.716_NA,,,,,,
46561,X46561_pos_357.242_9.881_NA,,,,,,
46562,X46562_pos_413.268_9.677_NA,,,,,,
46563,X46563_pos_187.112_9.785_NA,,,,,,
4657,X4657_pos_500.307_2.614_NA,,,,,,
46571,X46571_pos_686.505_9.798_NA,,,,,,
4658,X4658_pos_199.09_2.693_NA,,,,,,
46587,X46587_pos_704.516_9.797_NA,,,,,,
46588,X46588_pos_269.19_9.797_NA,,,,,,
46589,X46589_pos_484.385_9.882_NA,,,,,,
46597,X46597_pos_235.206_9.803_NA,,,,,,
46600,X46600_pos_807.508_9.794_NA,,,,,,
46603,X46603_pos_378.321_9.802_NA,,,,,,
4661,X4661_pos_309.186_2.673_NA,,,,,,
46610,"X46610_pos_315.195_9.793_1,4a-dimethyl-9-oxo-7-propan-2-yl-3,4,10,10a-tetrahydro-2H-phenanthrene-1-carboxylic acid","1,4a-dimethyl-9-oxo-7-propan-2-yl-3,4,10,10a-tetrahydro-2H-phenanthrene-1-carboxylic acid",0.896222,1.25868,biological ,biological compound,plant metabolite
46612,"X46612_pos_303.232_9.813_NCGC00169715-02_C20H30O2_Abieta-8(14),9(11),12-triene-7,18-diol","NCGC00169715-02_C20H30O2_Abieta-8(14),9(11),12-triene-7,18-diol",0.763412,0.603846,biological ,biological compound,plant metabolite
46625,X46625_pos_295.206_9.813_NA,,,,,,
46630,X46630_pos_364.251_9.823_NA,,,,,,
46637,X46637_pos_289.216_9.81_NA,,,,,,
4664,"X4664_pos_165.091_2.517_""(1s,4r)-7,7-dimethyl-2-oxobicyclo[2.2.1]heptane-1-carboxylic acid CollisionEnergy:102040""","""(1s,4r)-7,7-dimethyl-2-oxobicyclo[2.2.1]heptane-1-carboxylic acid CollisionEnergy:102040""",0.774544,0,unknown,unknown,unknown
46641,X46641_pos_709.47_9.798_NA,,,,,,
46642,X46642_pos_683.428_9.814_NA,,,,,,
46644,X46644_pos_353.21_9.891_NA,,,,,,
46647,X46647_pos_788.573_9.807_NA,,,,,,
46649,X46649_pos_377.269_9.612_NA,,,,,,
46652,X46652_pos_371.221_9.834_NA,,,,,,
46653,X46653_pos_335.198_9.809_NA,,,,,,
46654,X46654_pos_512.379_9.802_NA,,,,,,
46659,X46659_pos_660.489_9.814_NA,,,,,,
4666,X4666_pos_319.173_2.792_NA,,,,,,
46661,X46661_pos_554.39_9.811_NA,,,,,,
46664,X46664_pos_401.232_9.88_NA,,,,,,
46671,X46671_pos_169.101_9.814_NA,,,,,,
46674,X46674_pos_375.253_9.593_NA,,,,,,
46676,X46676_pos_383.277_9.807_NA,,,,,,
46679,X46679_pos_499.305_9.521_NA,,,,,,
46680,"X46680_pos_203.179_9.985_1-methyl-4-methylidene-7-(propan-2-yl)-1,2,3,3a,4,5,6,8a-octahydroazulen-1-ol","1-methyl-4-methylidene-7-(propan-2-yl)-1,2,3,3a,4,5,6,8a-octahydroazulen-1-ol",0.918608,2.47831,biological ,biological compound,plant metabolite
46683,X46683_pos_267.211_9.808_NA,,,,,,
46685,X46685_pos_457.295_9.669_NA,,,,,,
46686,X46686_pos_823.503_9.817_NA,,,,,,
46687,X46687_pos_665.445_9.814_NA,,,,,,
46694,X46694_pos_327.195_9.858_NA,,,,,,
46699,X46699_pos_744.511_9.791_NA,,,,,,
467,X467_pos_246.134_0.617_NA,,,,,,
46702,X46702_pos_441.226_9.805_NA,,,,,,
46703,X46703_pos_818.547_9.821_NA,,,,,,
46711,"X46711_pos_177.164_9.799_Spectral Match to 2-Butanone, 4-(2,6,6-trimethyl-2-cyclohexen-1-yl)- from NIST14","Spectral Match to 2-Butanone, 4-(2,6,6-trimethyl-2-cyclohexen-1-yl)- from NIST14",0.865075,1.11966,biological ,biological compound,plant metabolite
46712,X46712_pos_382.201_9.829_NA,,,,,,
46713,X46713_pos_441.3_9.764_NA,,,,,,
46720,X46720_pos_211.109_9.827_NA,,,,,,
46722,X46722_pos_328.321_9.823_NA,,,,,,
46726,X46726_pos_513.321_9.828_NA,,,,,,
46736,X46736_pos_440.358_9.899_NA,,,,,,
46743,X46743_pos_515.234_9.835_NA,,,,,,
4675,X4675_pos_262.144_2.651_NA,,,,,,
46751,X46751_pos_537.216_9.836_NA,,,,,,
46757,X46757_pos_396.332_9.913_NA,,,,,,
46758,X46758_pos_401.269_9.686_NA,,,,,,
46760,"X46760_pos_319.227_9.639_NCGC00347803-02_C20H32O4_1-Naphthalenecarboxylic acid, decahydro-5-[(3E)-5-hydroxy-3-(hydroxymethyl)-3-penten-1-yl]-1,4a-dimethyl-6-methylene-","NCGC00347803-02_C20H32O4_1-Naphthalenecarboxylic acid, decahydro-5-[(3E)-5-hydroxy-3-(hydroxymethyl)-3-penten-1-yl]-1,4a-dimethyl-6-methylene-",0.718705,2.19877,unknown,unknown,unknown
46762,X46762_pos_205.159_9.596_NA,,,,,,
46767,X46767_pos_328.154_9.849_NA,,,,,,
46774,X46774_pos_421.295_9.824_NA,,,,,,
46778,"X46778_pos_163.148_9.802_Spectral Match to 3,5-Dimethyladamantan-1-amine from NIST14","Spectral Match to 3,5-Dimethyladamantan-1-amine from NIST14",0.861701,0.654691,all anthropogenic,pharmaceutical,pharmaceutical - other
468,X468_pos_176.128_0.622_NA,,,,,,
46806,X46806_pos_325.216_9.948_NA,,,,,,
46811,X46811_pos_621.419_9.829_NA,,,,,,
46818,X46818_pos_277.18_9.709_NA,,,,,,
4682,X4682_pos_153.102_2.67_N-ACETYLPUTRESCINE,N-ACETYLPUTRESCINE,0.75982,14.9498,biological ,biological compound,biological - other
46820,X46820_pos_642.479_9.789_NA,,,,,,
46821,X46821_pos_788.537_9.831_NA,,,,,,
46823,X46823_pos_846.579_9.801_NA,,,,,,
46834,"X46834_pos_191.179_9.996_Spectral Match to 2,4,7,9-Tetramethyl-5-decyne-4,7-diol from NIST14","Spectral Match to 2,4,7,9-Tetramethyl-5-decyne-4,7-diol from NIST14",0.860196,2.07517,all anthropogenic,other consumer industrial,other other consumer industrial
46835,X46835_pos_259.18_9.852_NA,,,,,,
46837,X46837_pos_599.437_9.833_NA,,,,,,
4684,X4684_pos_338.186_2.661_NA,,,,,,
46847,X46847_pos_430.316_9.841_NA,,,,,,
46849,X46849_pos_223.169_9.718_NA,,,,,,
4685,X4685_pos_274.18_2.678_NA,,,,,,
46850,"X46850_pos_277.216_9.745_Spectral Match to 9,12-Octadecadiynoic Acid from NIST14","Spectral Match to 9,12-Octadecadiynoic Acid from NIST14",0.738779,4.29337,biological ,biological compound,plant metabolite
46862,X46862_pos_179.107_9.831_NA,,,,,,
46872,X46872_pos_862.61_9.847_NA,,,,,,
46873,X46873_pos_416.166_9.858_NA,,,,,,
46874,X46874_pos_867.565_9.847_NA,,,,,,
46876,X46876_pos_555.411_9.85_NA,,,,,,
46879,X46879_pos_225.164_9.815_NA,,,,,,
4688,X4688_pos_276.159_2.742_NA,,,,,,
46887,X46887_pos_175.087_9.852_NA,,,,,,
46888,X46888_pos_469.295_9.662_NA,,,,,,
46891,X46891_pos_577.392_9.846_NA,,,,,,
46899,X46899_pos_716.516_9.856_NA,,,,,,
4690,X4690_pos_211.133_2.672_NA,,,,,,
46906,X46906_pos_418.316_9.846_NA,,,,,,
46909,X46909_pos_431.809_9.846_NA,,,,,,
46910,X46910_pos_285.185_9.834_NA,,,,,,
46911,X46911_pos_845.583_9.851_NA,,,,,,
46922,X46922_pos_343.227_9.931_NA,,,,,,
46923,X46923_pos_405.263_9.847_NA,,,,,,
46925,X46925_pos_207.174_9.915_NA,,,,,,
46935,X46935_pos_275.201_9.84_NA,,,,,,
46936,X46936_pos_233.19_9.842_(3aR)-(+)-Sclareolide CollisionEnergy:205060,(3aR)-(+)-Sclareolide CollisionEnergy:205060,0.827011,0,biological ,biological compound,biological - other
46949,X46949_pos_442.8_9.852_NA,,,,,,
4695,X4695_pos_244.191_2.728_NA,,,,,,
46952,X46952_pos_462.335_9.865_NA,,,,,,
46959,X46959_pos_906.636_9.866_NA,,,,,,
4696,X4696_pos_245.165_2.69_NA,,,,,,
46962,X46962_pos_287.201_9.878_NA,,,,,,
46967,X46967_pos_333.242_9.893_NA,,,,,,
46970,X46970_pos_491.373_9.849_NA,,,,,,
46971,X46971_pos_603.221_9.911_NA,,,,,,
46978,X46978_pos_497.224_9.865_NA,,,,,,
4698,X4698_pos_415.217_2.706_NA,,,,,,
46981,X46981_pos_322.259_9.888_NA,,,,,,
46985,X46985_pos_533.366_9.864_NA,,,,,,
46986,X46986_pos_165.076_9.871_NA,,,,,,
4699,X4699_pos_167.107_2.686_NA,,,,,,
46993,X46993_pos_362.269_9.893_NA,,,,,,
46994,X46994_pos_415.284_9.779_NA,,,,,,
46995,X46995_pos_257.19_9.988_NA,,,,,,
46996,X46996_pos_920.615_9.869_NA,,,,,,
46997,X46997_pos_464.813_9.867_NA,,,,,,
470,X470_pos_435.268_0.61_NA,,,,,,
47004,X47004_pos_831.604_9.875_NA,,,,,,
47007,X47007_pos_848.631_9.873_NA,,,,,,
47010,X47010_pos_853.586_9.874_NA,,,,,,
47011,X47011_pos_416.306_9.872_NA,,,,,,
47012,X47012_pos_511.384_9.866_NA,,,,,,
47015,X47015_pos_505.389_9.865_NA,,,,,,
47016,X47016_pos_334.238_9.89_NA,,,,,,
47019,X47019_pos_477.321_9.857_NA,,,,,,
47021,X47021_pos_329.211_9.878_NA,,,,,,
47024,X47024_pos_273.221_9.887_EPIANDROSTERONE CollisionEnergy:205060,EPIANDROSTERONE CollisionEnergy:205060,0.771214,0.670173,biological ,biological compound,biological - other
